Input,Output,Time
0.5258,149.996071839743,6.701
0.5258,149.996071294992,6.702
0.5258,149.996070750506,6.703
0.5258,149.996070206289,6.704
0.5258,149.996069662334,6.705
0.5258,149.99606911865,6.706
0.5258,149.996068575227,6.707
0.5258,149.996068032075,6.708
0.5258,149.996067489192,6.709
0.5258,149.996066946571,6.71
0.5258,149.99606640422,6.711
0.5258,149.99606586213,6.712
0.5258,149.99606532031,6.713
0.5258,149.996064778751,6.714
0.5258,149.996064237459,6.715
0.5258,149.99606369643,6.716
0.5258,149.996063155668,6.717
0.5258,149.996062615169,6.718
0.5258,149.996062074934,6.719
0.5258,149.996061534967,6.72
0.5258,149.996060995266,6.721
0.5258,149.996060455829,6.722
0.5258,149.996059916657,6.723
0.5258,149.996059377747,6.724
0.5258,149.996058839103,6.725
0.5258,149.996058300719,6.726
0.5258,149.996057762602,6.727
0.5258,149.996057224745,6.728
0.5258,149.996056687155,6.729
0.5258,149.996056149823,6.73
0.5258,149.996055612759,6.731
0.5258,149.99605507596,6.732
0.5258,149.996054539421,6.733
0.5258,149.99605400315,6.734
0.5258,149.996053467137,6.735
0.5258,149.99605293139,6.736
0.5258,149.996052395902,6.737
0.5258,149.996051860679,6.738
0.5258,149.996051325715,6.739
0.5258,149.996050791014,6.74
0.5258,149.996050256574,6.741
0.5258,149.996049722396,6.742
0.5258,149.99604918848,6.743
0.5258,149.99604865483,6.744
0.5258,149.99604812144,6.745
0.5258,149.996047588312,6.746
0.5258,149.996047055444,6.747
0.5258,149.996046522838,6.748
0.5258,149.996045990491,6.749
0.5258,149.996045458407,6.75
0.5258,149.99604492658,6.751
0.5258,149.996044395017,6.752
0.5258,149.996043863709,6.753
0.5258,149.996043332667,6.754
0.5258,149.996042801884,6.755
0.5258,149.996042271361,6.756
0.5258,149.996041741102,6.757
0.5258,149.996041211099,6.758
0.5258,149.996040681359,6.759
0.5258,149.996040151874,6.76
0.5258,149.996039622652,6.761
0.5258,149.996039093686,6.762
0.5258,149.996038564981,6.763
0.5258,149.996038036533,6.764
0.5258,149.996037508345,6.765
0.5258,149.996036980414,6.766
0.5258,149.996036452747,6.767
0.5258,149.996035925338,6.768
0.5258,149.996035398188,6.769
0.5258,149.996034871295,6.77
0.5258,149.996034344661,6.771
0.5258,149.996033818283,6.772
0.5258,149.996033292165,6.773
0.5258,149.996032766302,6.774
0.5258,149.996032240699,6.775
0.5258,149.996031715349,6.776
0.5258,149.996031190262,6.777
0.5258,149.996030665429,6.778
0.5258,149.996030140855,6.779
0.5258,149.996029616543,6.78
0.5258,149.996029092483,6.781
0.5258,149.996028568683,6.782
0.5258,149.996028045136,6.783
0.5258,149.996027521849,6.784
0.5258,149.996026998815,6.785
0.5258,149.996026476039,6.786
0.5258,149.996025953517,6.787
0.5258,149.996025431252,6.788
0.5258,149.996024909242,6.789
0.5258,149.99602438749,6.79
0.5258,149.996023865996,6.791
0.5258,149.996023344758,6.792
0.5258,149.996022823774,6.793
0.5258,149.996022303046,6.794
0.5258,149.996021782572,6.795
0.5258,149.996021262354,6.796
0.5258,149.996020742388,6.797
0.5258,149.99602022268,6.798
0.5258,149.996019703223,6.799
0.5258,149.996019184024,6.8
0.5258,149.996018665076,6.801
0.5258,149.996018146385,6.802
0.5258,149.996017627954,6.803
0.5258,149.996017109771,6.804
0.5258,149.996016591847,6.805
0.5258,149.996016074172,6.806
0.5258,149.996015556753,6.807
0.5258,149.996015039586,6.808
0.5258,149.996014522673,6.809
0.5258,149.996014006012,6.81
0.5258,149.996013489605,6.811
0.5258,149.99601297345,6.812
0.5258,149.996012457549,6.813
0.5258,149.996011941904,6.814
0.5258,149.996011426513,6.815
0.5258,149.996010911372,6.816
0.5258,149.996010396486,6.817
0.5258,149.996009881849,6.818
0.5258,149.996009367467,6.819
0.5258,149.996008853334,6.82
0.5258,149.996008339455,6.821
0.5258,149.996007825825,6.822
0.5258,149.99600731245,6.823
0.5258,149.996006799322,6.824
0.5258,149.99600628645,6.825
0.5258,149.996005773833,6.826
0.5258,149.996005261463,6.827
0.5258,149.996004749348,6.828
0.5258,149.99600423748,6.829
0.5258,149.996003725867,6.83
0.5258,149.9960032145,6.831
0.5258,149.996002703387,6.832
0.5258,149.996002192521,6.833
0.5258,149.996001681908,6.834
0.5258,149.996001171543,6.835
0.5258,149.996000661429,6.836
0.5258,149.996000151567,6.837
0.5258,149.995999641958,6.838
0.5258,149.995999132596,6.839
0.5258,149.995998623486,6.84
0.5258,149.995998114623,6.841
0.5258,149.995997606011,6.842
0.5258,149.995997097646,6.843
0.5258,149.995996589532,6.844
0.5258,149.995996081664,6.845
0.5258,149.995995574049,6.846
0.5258,149.995995066678,6.847
0.5258,149.99599455956,6.848
0.5258,149.995994052692,6.849
0.5258,149.995993546071,6.85
0.5258,149.995993039702,6.851
0.5258,149.995992533577,6.852
0.5258,149.995992027703,6.853
0.5258,149.995991522074,6.854
0.5258,149.995991016695,6.855
0.5258,149.995990511561,6.856
0.5258,149.995990006676,6.857
0.5258,149.995989502038,6.858
0.5258,149.995988997647,6.859
0.5258,149.995988493505,6.86
0.5258,149.995987989613,6.861
0.5258,149.995987485967,6.862
0.5258,149.995986982568,6.863
0.5258,149.995986479415,6.864
0.5258,149.99598597651,6.865
0.5258,149.995985473849,6.866
0.5258,149.995984971437,6.867
0.5258,149.995984469267,6.868
0.5258,149.995983967347,6.869
0.5258,149.995983465669,6.87
0.5258,149.995982964241,6.871
0.5258,149.99598246306,6.872
0.5258,149.995981962123,6.873
0.5258,149.995981461436,6.874
0.5258,149.99598096099,6.875
0.5258,149.995980460793,6.876
0.5258,149.995979960837,6.877
0.5258,149.995979461129,6.878
0.5258,149.995978961664,6.879
0.5258,149.995978462444,6.88
0.5258,149.995977963468,6.881
0.5258,149.995977464738,6.882
0.5258,149.995976966251,6.883
0.5258,149.995976468014,6.884
0.5258,149.995975970019,6.885
0.5258,149.99597547227,6.886
0.5258,149.995974974763,6.887
0.5258,149.995974477501,6.888
0.5258,149.995973980481,6.889
0.5258,149.995973483707,6.89
0.5258,149.995972987173,6.891
0.5258,149.995972490885,6.892
0.5258,149.995971994837,6.893
0.5258,149.995971499036,6.894
0.5258,149.995971003478,6.895
0.5258,149.995970508163,6.896
0.5258,149.995970013095,6.897
0.5258,149.995969518265,6.898
0.5258,149.995969023681,6.899
0.5258,149.995968529336,6.9
0.5258,149.995968035237,6.901
0.5258,149.995967541376,6.902
0.5258,149.99596704776,6.903
0.5258,149.995966554384,6.904
0.5258,149.99596606125,6.905
0.5258,149.995965568358,6.906
0.5258,149.995965075711,6.907
0.5258,149.995964583306,6.908
0.5258,149.995964091143,6.909
0.5258,149.995963599219,6.91
0.5258,149.995963107538,6.911
0.5258,149.995962616096,6.912
0.5258,149.995962124898,6.913
0.5258,149.995961633936,6.914
0.5258,149.995961143219,6.915
0.5258,149.995960652738,6.916
0.5258,149.995960162502,6.917
0.5258,149.995959672505,6.918
0.5258,149.995959182749,6.919
0.5258,149.995958693237,6.92
0.5258,149.995958203961,6.921
0.5258,149.995957714929,6.922
0.5258,149.995957226132,6.923
0.5258,149.995956737578,6.924
0.5258,149.995956249261,6.925
0.5258,149.995955761185,6.926
0.5258,149.995955273347,6.927
0.5258,149.995954785748,6.928
0.5258,149.995954298388,6.929
0.5258,149.99595381127,6.93
0.5258,149.995953324391,6.931
0.5258,149.995952837753,6.932
0.5258,149.995952351351,6.933
0.5258,149.995951865189,6.934
0.5258,149.995951379263,6.935
0.5258,149.995950893578,6.936
0.5258,149.995950408128,6.937
0.5258,149.995949922919,6.938
0.5258,149.995949437943,6.939
0.5258,149.99594895321,6.94
0.5258,149.995948468712,6.941
0.5258,149.995947984453,6.942
0.5258,149.995947500436,6.943
0.5258,149.995947016653,6.944
0.5258,149.99594653311,6.945
0.5258,149.9959460498,6.946
0.5258,149.99594556673,6.947
0.5258,149.995945083895,6.948
0.5258,149.995944601298,6.949
0.5258,149.995944118935,6.95
0.5258,149.995943636811,6.951
0.5258,149.995943154921,6.952
0.5258,149.99594267327,6.953
0.5258,149.995942191857,6.954
0.5258,149.995941710681,6.955
0.5258,149.99594122974,6.956
0.5258,149.995940749035,6.957
0.5258,149.995940268565,6.958
0.5258,149.995939788331,6.959
0.5258,149.995939308331,6.96
0.5258,149.995938828569,6.961
0.5258,149.995938349038,6.962
0.5258,149.995937869746,6.963
0.5258,149.995937390686,6.964
0.5258,149.995936911864,6.965
0.5258,149.995936433281,6.966
0.5258,149.995935954928,6.967
0.5258,149.995935476814,6.968
0.5258,149.99593499893,6.969
0.5258,149.995934521283,6.97
0.5258,149.995934043868,6.971
0.5258,149.995933566689,6.972
0.5258,149.995933089742,6.973
0.5258,149.99593261303,6.974
0.5258,149.995932136551,6.975
0.5258,149.995931660306,6.976
0.5258,149.995931184298,6.977
0.5258,149.995930708524,6.978
0.5258,149.995930232982,6.979
0.5258,149.995929757675,6.98
0.5258,149.995929282599,6.981
0.5258,149.995928807757,6.982
0.5258,149.995928333146,6.983
0.5258,149.99592785877,6.984
0.5258,149.995927384623,6.985
0.5258,149.995926910712,6.986
0.5258,149.99592643703,6.987
0.5258,149.995925963584,6.988
0.5258,149.995925490374,6.989
0.5258,149.995925017392,6.99
0.5258,149.995924544646,6.991
0.5258,149.995924072127,6.992
0.5258,149.995923599844,6.993
0.5258,149.995923127789,6.994
0.5258,149.995922655968,6.995
0.5258,149.995922184376,6.996
0.5258,149.995921713016,6.997
0.5258,149.995921241887,6.998
0.5258,149.995920770989,6.999
0.5258,149.995920300325,7
0.5258,149.995919829893,7.001
0.5258,149.995919359691,7.002
0.5258,149.99591888972,7.003
0.5258,149.995918419978,7.004
0.5258,149.995917950468,7.005
0.5258,149.995917481186,7.006
0.5258,149.995917012137,7.007
0.5258,149.995916543314,7.008
0.5258,149.995916074725,7.009
0.5258,149.995915606361,7.01
0.5258,149.995915138231,7.011
0.5258,149.995914670334,7.012
0.5258,149.995914202663,7.013
0.5258,149.995913735225,7.014
0.5258,149.995913268012,7.015
0.5258,149.995912801032,7.016
0.5258,149.995912334278,7.017
0.5258,149.995911867755,7.018
0.5258,149.995911401458,7.019
0.5258,149.995910935392,7.02
0.5258,149.995910469553,7.021
0.5258,149.995910003942,7.022
0.5258,149.995909538563,7.023
0.5258,149.995909073413,7.024
0.5258,149.995908608491,7.025
0.5258,149.995908143798,7.026
0.5258,149.995907679331,7.027
0.5258,149.995907215093,7.028
0.5258,149.995906751081,7.029
0.5258,149.995906287299,7.03
0.5258,149.99590582374,7.031
0.5258,149.995905360413,7.032
0.5258,149.995904897309,7.033
0.5258,149.995904434436,7.034
0.5258,149.995903971792,7.035
0.5258,149.995903509373,7.036
0.5258,149.995903047184,7.037
0.5258,149.995902585218,7.038
0.5258,149.995902123482,7.039
0.5258,149.99590166197,7.04
0.5258,149.995901200685,7.041
0.5258,149.995900739625,7.042
0.5258,149.995900278793,7.043
0.5258,149.995899818185,7.044
0.5258,149.995899357804,7.045
0.5258,149.99589889765,7.046
0.5258,149.995898437724,7.047
0.5258,149.995897978023,7.048
0.5258,149.995897518548,7.049
0.5258,149.995897059298,7.05
0.5258,149.995896600274,7.051
0.5258,149.995896141472,7.052
0.5258,149.995895682899,7.053
0.5258,149.995895224547,7.054
0.5258,149.995894766423,7.055
0.5258,149.995894308519,7.056
0.5258,149.995893850845,7.057
0.5258,149.995893393396,7.058
0.5258,149.99589293617,7.059
0.5258,149.995892479172,7.06
0.5258,149.995892022394,7.061
0.5258,149.995891565844,7.062
0.5258,149.995891109515,7.063
0.5258,149.995890653411,7.064
0.5258,149.995890197529,7.065
0.5258,149.995889741872,7.066
0.5258,149.995889286438,7.067
0.5258,149.995888831227,7.068
0.5258,149.99588837624,7.069
0.5258,149.99588792148,7.07
0.5258,149.995887466942,7.071
0.5258,149.995887012628,7.072
0.5258,149.995886558535,7.073
0.5258,149.995886104666,7.074
0.5258,149.995885651018,7.075
0.5258,149.995885197595,7.076
0.5258,149.995884744391,7.077
0.5258,149.995884291412,7.078
0.5258,149.995883838652,7.079
0.5258,149.995883386118,7.08
0.5258,149.995882933806,7.081
0.5258,149.995882481715,7.082
0.5258,149.99588202985,7.083
0.5258,149.995881578203,7.084
0.5258,149.995881126781,7.085
0.5258,149.995880675577,7.086
0.5258,149.995880224596,7.087
0.5258,149.995879773835,7.088
0.5258,149.995879323296,7.089
0.5258,149.995878872977,7.09
0.5258,149.995878422879,7.091
0.5258,149.995877973002,7.092
0.5258,149.995877523349,7.093
0.5258,149.995877073917,7.094
0.5258,149.995876624705,7.095
0.5258,149.995876175713,7.096
0.5258,149.995875726943,7.097
0.5258,149.99587527839,7.098
0.5258,149.99587483006,7.099
0.5258,149.995874381946,7.1
0.5258,149.995873934056,7.101
0.5258,149.995873486381,7.102
0.5258,149.99587303893,7.103
0.5258,149.995872591698,7.104
0.5258,149.995872144685,7.105
0.5258,149.995871697896,7.106
0.5258,149.995871251322,7.107
0.5258,149.99587080497,7.108
0.5258,149.995870358835,7.109
0.5258,149.99586991292,7.11
0.5258,149.995869467222,7.111
0.5258,149.995869021744,7.112
0.5258,149.995868576483,7.113
0.5258,149.995868131441,7.114
0.5258,149.995867686617,7.115
0.5258,149.995867242015,7.116
0.5258,149.995866797631,7.117
0.5258,149.995866353466,7.118
0.5258,149.995865909517,7.119
0.5258,149.995865465787,7.12
0.5258,149.995865022274,7.121
0.5258,149.995864578979,7.122
0.5258,149.9958641359,7.123
0.5258,149.99586369304,7.124
0.5258,149.995863250395,7.125
0.5258,149.99586280797,7.126
0.5258,149.995862365761,7.127
0.5258,149.99586192377,7.128
0.5258,149.995861482,7.129
0.5258,149.995861040442,7.13
0.5258,149.995860599105,7.131
0.5258,149.995860157981,7.132
0.5258,149.995859717075,7.133
0.5258,149.995859276384,7.134
0.5258,149.99585883591,7.135
0.5258,149.995858395651,7.136
0.5258,149.995857955609,7.137
0.5258,149.995857515782,7.138
0.5258,149.995857076173,7.139
0.5258,149.995856636782,7.14
0.5258,149.995856197606,7.141
0.5258,149.995855758645,7.142
0.5258,149.9958553199,7.143
0.5258,149.995854881369,7.144
0.5258,149.995854443054,7.145
0.5258,149.995854004952,7.146
0.5258,149.995853567068,7.147
0.5258,149.995853129395,7.148
0.5258,149.995852691941,7.149
0.5258,149.995852254699,7.15
0.5258,149.995851817673,7.151
0.5258,149.995851380866,7.152
0.5258,149.995850944269,7.153
0.5258,149.99585050789,7.154
0.5258,149.995850071721,7.155
0.5258,149.995849635769,7.156
0.5258,149.995849200029,7.157
0.5258,149.995848764504,7.158
0.5258,149.995848329191,7.159
0.5258,149.995847894092,7.16
0.5258,149.995847459206,7.161
0.5258,149.995847024536,7.162
0.5258,149.995846590081,7.163
0.5258,149.995846155839,7.164
0.5258,149.995845721809,7.165
0.5258,149.995845287994,7.166
0.5258,149.995844854389,7.167
0.5258,149.995844420999,7.168
0.5258,149.995843987819,7.169
0.5258,149.995843554854,7.17
0.5258,149.995843122099,7.171
0.5258,149.995842689559,7.172
0.5258,149.995842257229,7.173
0.5258,149.995841825113,7.174
0.5258,149.995841393213,7.175
0.5258,149.995840961522,7.176
0.5258,149.995840530045,7.177
0.5258,149.995840098777,7.178
0.5258,149.995839667723,7.179
0.5258,149.995839236878,7.18
0.5258,149.995838806246,7.181
0.5258,149.995838375824,7.182
0.5258,149.995837945614,7.183
0.5258,149.995837515614,7.184
0.5258,149.995837085827,7.185
0.5258,149.995836656253,7.186
0.5258,149.99583622689,7.187
0.5258,149.995835797737,7.188
0.5258,149.995835368795,7.189
0.5258,149.995834940062,7.19
0.5258,149.995834511542,7.191
0.5258,149.995834083229,7.192
0.5258,149.995833655129,7.193
0.5258,149.995833227235,7.194
0.5258,149.995832799555,7.195
0.5258,149.995832372082,7.196
0.5258,149.995831944821,7.197
0.5258,149.995831517774,7.198
0.5258,149.995831090933,7.199
0.5258,149.995830664304,7.2
0.5258,149.995830237882,7.201
0.5258,149.995829811671,7.202
0.5258,149.995829385667,7.203
0.5258,149.995828959874,7.204
0.5258,149.995828534288,7.205
0.5258,149.995828108912,7.206
0.5258,149.995827683743,7.207
0.5258,149.995827258784,7.208
0.5258,149.995826834037,7.209
0.5258,149.995826409499,7.21
0.5258,149.995825985167,7.211
0.5258,149.995825561045,7.212
0.5258,149.99582513713,7.213
0.5258,149.995824713424,7.214
0.5258,149.995824289924,7.215
0.5258,149.995823866634,7.216
0.5258,149.995823443549,7.217
0.5258,149.995823020674,7.218
0.5258,149.995822598003,7.219
0.5258,149.995822175544,7.22
0.5258,149.995821753295,7.221
0.5258,149.99582133125,7.222
0.5258,149.995820909415,7.223
0.5258,149.995820487784,7.224
0.5258,149.995820066362,7.225
0.5258,149.995819645145,7.226
0.5258,149.995819224136,7.227
0.5258,149.995818803333,7.228
0.5258,149.995818382736,7.229
0.5258,149.995817962345,7.23
0.5258,149.995817542161,7.231
0.5258,149.995817122186,7.232
0.5258,149.995816702418,7.233
0.5258,149.995816282855,7.234
0.5258,149.995815863499,7.235
0.5258,149.995815444347,7.236
0.5258,149.995815025402,7.237
0.5258,149.995814606661,7.238
0.5258,149.995814188127,7.239
0.5258,149.995813769796,7.24
0.5258,149.995813351673,7.241
0.5258,149.995812933752,7.242
0.5258,149.99581251604,7.243
0.5258,149.995812098535,7.244
0.5258,149.995811681232,7.245
0.5258,149.995811264138,7.246
0.5258,149.995810847245,7.247
0.5258,149.995810430559,7.248
0.5258,149.995810014075,7.249
0.5258,149.995809597797,7.25
0.5258,149.995809181722,7.251
0.5258,149.995808765852,7.252
0.5258,149.995808350185,7.253
0.5258,149.995807934722,7.254
0.5258,149.995807519466,7.255
0.5258,149.995807104415,7.256
0.5258,149.995806689567,7.257
0.5258,149.995806274923,7.258
0.5258,149.995805860481,7.259
0.5258,149.995805446244,7.26
0.5258,149.995805032208,7.261
0.5258,149.995804618378,7.262
0.5258,149.995804204748,7.263
0.5258,149.995803791324,7.264
0.5258,149.995803378099,7.265
0.5258,149.995802965081,7.266
0.5258,149.995802552267,7.267
0.5258,149.995802139654,7.268
0.5258,149.995801727247,7.269
0.5258,149.995801315038,7.27
0.5258,149.995800903035,7.271
0.5258,149.995800491231,7.272
0.5258,149.995800079632,7.273
0.5258,149.995799668232,7.274
0.5258,149.995799257036,7.275
0.5258,149.99579884604,7.276
0.5258,149.995798435246,7.277
0.5258,149.995798024656,7.278
0.5258,149.995797614269,7.279
0.5258,149.995797204083,7.28
0.5258,149.995796794099,7.281
0.5258,149.995796384315,7.282
0.5258,149.995795974733,7.283
0.5258,149.99579556535,7.284
0.5258,149.995795156171,7.285
0.5258,149.995794747189,7.286
0.5258,149.995794338411,7.287
0.5258,149.99579392983,7.288
0.5258,149.995793521453,7.289
0.5258,149.995793113278,7.29
0.5258,149.995792705302,7.291
0.5258,149.995792297529,7.292
0.5258,149.995791889954,7.293
0.5258,149.99579148258,7.294
0.5258,149.995791075405,7.295
0.5258,149.995790668431,7.296
0.5258,149.995790261655,7.297
0.5258,149.995789855079,7.298
0.5258,149.995789448702,7.299
0.5258,149.995789042525,7.3
0.5258,149.995788636549,7.301
0.5258,149.995788230774,7.302
0.5258,149.995787825198,7.303
0.5258,149.995787419822,7.304
0.5258,149.995787014643,7.305
0.5258,149.995786609664,7.306
0.5258,149.995786204882,7.307
0.5258,149.995785800301,7.308
0.5258,149.995785395916,7.309
0.5258,149.995784991732,7.31
0.5258,149.995784587743,7.311
0.5258,149.995784183955,7.312
0.5258,149.995783780368,7.313
0.5258,149.995783376976,7.314
0.5258,149.995782973787,7.315
0.5258,149.995782570791,7.316
0.5258,149.995782167997,7.317
0.5258,149.995781765397,7.318
0.5258,149.995781362997,7.319
0.5258,149.995780960792,7.32
0.5258,149.995780558787,7.321
0.5258,149.995780156977,7.322
0.5258,149.995779755365,7.323
0.5258,149.995779353951,7.324
0.5258,149.995778952737,7.325
0.5258,149.995778551719,7.326
0.5258,149.995778150898,7.327
0.5258,149.995777750273,7.328
0.5258,149.995777349846,7.329
0.5258,149.995776949614,7.33
0.5258,149.99577654958,7.331
0.5258,149.995776149739,7.332
0.5258,149.995775750098,7.333
0.5258,149.995775350649,7.334
0.5258,149.9957749514,7.335
0.5258,149.995774552348,7.336
0.5258,149.99577415349,7.337
0.5258,149.995773754832,7.338
0.5258,149.995773356366,7.339
0.5258,149.995772958099,7.34
0.5258,149.995772560024,7.341
0.5258,149.995772162147,7.342
0.5258,149.995771764463,7.343
0.5258,149.995771366975,7.344
0.5258,149.995770969682,7.345
0.5258,149.995770572583,7.346
0.5258,149.99577017568,7.347
0.5258,149.995769778975,7.348
0.5258,149.995769382465,7.349
0.5258,149.995768986149,7.35
0.5258,149.995768590027,7.351
0.5258,149.995768194101,7.352
0.5258,149.995767798367,7.353
0.5258,149.995767402829,7.354
0.5258,149.995767007482,7.355
0.5258,149.995766612333,7.356
0.5258,149.995766217374,7.357
0.5258,149.995765822612,7.358
0.5258,149.995765428045,7.359
0.5258,149.99576503367,7.36
0.5258,149.995764639493,7.361
0.5258,149.995764245506,7.362
0.5258,149.995763851715,7.363
0.5258,149.995763458114,7.364
0.5258,149.995763064709,7.365
0.5258,149.995762671495,7.366
0.5258,149.995762278475,7.367
0.5258,149.995761885647,7.368
0.5258,149.995761493012,7.369
0.5258,149.995761100569,7.37
0.5258,149.995760708323,7.371
0.5258,149.995760316269,7.372
0.5258,149.995759924408,7.373
0.5258,149.995759532739,7.374
0.5258,149.995759141262,7.375
0.5258,149.995758749976,7.376
0.5258,149.995758358884,7.377
0.5258,149.995757967982,7.378
0.5258,149.995757577274,7.379
0.5258,149.995757186754,7.38
0.5258,149.99575679643,7.381
0.5258,149.995756406296,7.382
0.5258,149.995756016355,7.383
0.5258,149.995755626608,7.384
0.5258,149.995755237049,7.385
0.5258,149.995754847684,7.386
0.5258,149.995754458508,7.387
0.5258,149.995754069525,7.388
0.5258,149.99575368073,7.389
0.5258,149.995753292128,7.39
0.5258,149.995752903716,7.391
0.5258,149.995752515494,7.392
0.5258,149.995752127463,7.393
0.5258,149.995751739625,7.394
0.5258,149.995751351978,7.395
0.5258,149.995750964522,7.396
0.5258,149.995750577255,7.397
0.5258,149.995750190179,7.398
0.5258,149.995749803291,7.399
0.5258,149.995749416595,7.4
0.5258,149.995749030086,7.401
0.5258,149.99574864377,7.402
0.5258,149.99574825764,7.403
0.5258,149.995747871703,7.404
0.5258,149.995747485955,7.405
0.5258,149.995747100396,7.406
0.5258,149.99574671503,7.407
0.5258,149.99574632985,7.408
0.5258,149.995745944862,7.409
0.5258,149.995745560061,7.41
0.5258,149.99574517545,7.411
0.5258,149.995744791026,7.412
0.5258,149.995744406792,7.413
0.5258,149.995744022745,7.414
0.5258,149.995743638888,7.415
0.5258,149.995743255218,7.416
0.5258,149.995742871739,7.417
0.5258,149.99574248845,7.418
0.5258,149.995742105349,7.419
0.5258,149.995741722435,7.42
0.5258,149.99574133971,7.421
0.5258,149.995740957171,7.422
0.5258,149.995740574822,7.423
0.5258,149.995740192658,7.424
0.5258,149.995739810684,7.425
0.5258,149.995739428895,7.426
0.5258,149.995739047296,7.427
0.5258,149.995738665883,7.428
0.5258,149.995738284659,7.429
0.5258,149.995737903625,7.43
0.5258,149.995737522775,7.431
0.5258,149.995737142114,7.432
0.5258,149.995736761638,7.433
0.5258,149.99573638135,7.434
0.5258,149.995736001248,7.435
0.5258,149.995735621333,7.436
0.5258,149.995735241603,7.437
0.5258,149.995734862061,7.438
0.5258,149.995734482704,7.439
0.5258,149.995734103536,7.44
0.5258,149.995733724555,7.441
0.5258,149.99573334576,7.442
0.5258,149.995732967151,7.443
0.5258,149.995732588728,7.444
0.5258,149.995732210489,7.445
0.5258,149.995731832438,7.446
0.5258,149.99573145457,7.447
0.5258,149.99573107689,7.448
0.5258,149.995730699393,7.449
0.5258,149.995730322083,7.45
0.5258,149.995729944958,7.451
0.5258,149.995729568019,7.452
0.5258,149.995729191268,7.453
0.5258,149.995728814699,7.454
0.5258,149.995728438318,7.455
0.5258,149.995728062119,7.456
0.5258,149.995727686106,7.457
0.5258,149.995727310277,7.458
0.5258,149.995726934633,7.459
0.5258,149.995726559172,7.46
0.5258,149.995726183896,7.461
0.5258,149.995725808804,7.462
0.5258,149.995725433897,7.463
0.5258,149.995725059177,7.464
0.5258,149.99572468464,7.465
0.5258,149.995724310287,7.466
0.5258,149.995723936118,7.467
0.5258,149.995723562132,7.468
0.5258,149.99572318833,7.469
0.5258,149.99572281471,7.47
0.5258,149.995722441276,7.471
0.5258,149.995722068022,7.472
0.5258,149.995721694954,7.473
0.5258,149.995721322068,7.474
0.5258,149.995720949366,7.475
0.5258,149.995720576851,7.476
0.5258,149.995720204515,7.477
0.5258,149.995719832365,7.478
0.5258,149.995719460395,7.479
0.5258,149.99571908861,7.48
0.5258,149.995718717005,7.481
0.5258,149.995718345584,7.482
0.5258,149.995717974344,7.483
0.5258,149.995717603287,7.484
0.5258,149.995717232411,7.485
0.5258,149.995716861719,7.486
0.5258,149.995716491211,7.487
0.5258,149.995716120885,7.488
0.5258,149.99571575074,7.489
0.5258,149.995715380778,7.49
0.5258,149.995715010995,7.491
0.5258,149.995714641396,7.492
0.5258,149.995714271976,7.493
0.5258,149.99571390274,7.494
0.5258,149.995713533682,7.495
0.5258,149.995713164809,7.496
0.5258,149.995712796114,7.497
0.5258,149.995712427602,7.498
0.5258,149.995712059275,7.499
0.5258,149.995711691125,7.5
0.5258,149.995711323159,7.501
0.5258,149.99571095537,7.502
0.5258,149.995710587764,7.503
0.5258,149.995710220337,7.504
0.5258,149.995709853092,7.505
0.5258,149.995709486025,7.506
0.5258,149.995709119139,7.507
0.5258,149.995708752433,7.508
0.5258,149.995708385908,7.509
0.5258,149.995708019565,7.51
0.5258,149.995707653403,7.511
0.5258,149.995707287419,7.512
0.5258,149.995706921616,7.513
0.5258,149.995706555991,7.514
0.5258,149.995706190547,7.515
0.5258,149.99570582528,7.516
0.5258,149.995705460195,7.517
0.5258,149.995705095286,7.518
0.5258,149.995704730559,7.519
0.5258,149.995704366009,7.52
0.5258,149.99570400164,7.521
0.5258,149.995703637454,7.522
0.5258,149.995703273443,7.523
0.5258,149.995702909613,7.524
0.5258,149.99570254596,7.525
0.5258,149.995702182487,7.526
0.5258,149.99570181919,7.527
0.5258,149.995701456073,7.528
0.5258,149.995701093133,7.529
0.5258,149.995700730373,7.53
0.5258,149.995700367789,7.531
0.5258,149.995700005384,7.532
0.5258,149.99569964316,7.533
0.5258,149.995699281114,7.534
0.5258,149.995698919245,7.535
0.5258,149.995698557554,7.536
0.5258,149.99569819604,7.537
0.5258,149.995697834704,7.538
0.5258,149.995697473544,7.539
0.5258,149.995697112563,7.54
0.5258,149.995696751757,7.541
0.5258,149.995696391131,7.542
0.5258,149.995696030679,7.543
0.5258,149.995695670406,7.544
0.5258,149.995695310314,7.545
0.5258,149.995694950396,7.546
0.5258,149.995694590656,7.547
0.5258,149.995694231091,7.548
0.5258,149.995693871705,7.549
0.5258,149.995693512492,7.55
0.5258,149.995693153458,7.551
0.5258,149.995692794599,7.552
0.5258,149.995692435916,7.553
0.5258,149.995692077409,7.554
0.5258,149.995691719078,7.555
0.5258,149.995691360926,7.556
0.5258,149.995691002951,7.557
0.5258,149.99569064515,7.558
0.5258,149.995690287526,7.559
0.5258,149.995689930076,7.56
0.5258,149.995689572803,7.561
0.5258,149.995689215703,7.562
0.5258,149.995688858781,7.563
0.5258,149.995688502031,7.564
0.5258,149.995688145459,7.565
0.5258,149.995687789059,7.566
0.5258,149.995687432838,7.567
0.5258,149.995687076794,7.568
0.5258,149.995686720922,7.569
0.5258,149.995686365227,7.57
0.5258,149.995686009704,7.571
0.5258,149.995685654358,7.572
0.5258,149.995685299185,7.573
0.5258,149.995684944187,7.574
