Input,Output,Time
0.4302,153.950424254739,9.88
0.4302,153.951875692891,9.89
0.4302,153.953320578705,9.9
0.4302,153.954758985666,9.91
0.4302,153.956190899112,9.92
0.4302,153.95761639187,9.93
0.4302,153.959035449409,9.94
0.4302,153.960448143901,9.95
0.4302,153.961854460948,9.96
0.4302,153.963254472072,9.97
0.4302,153.964648163006,9.98
0.4302,153.966035604629,9.99
0.4302,153.967416782802,10
0.4302,153.968791767769,10.01
0.4302,153.970160545517,10.02
0.4302,153.971523185659,10.03
0.4302,153.972879674308,10.04
0.4302,153.974230080453,10.05
0.4302,153.975574390332,10.06
0.4302,153.976912672314,10.07
0.4302,153.97824491276,10.08
0.4302,153.979571179426,10.09
0.4302,153.980891458795,10.1
0.4302,153.982205818016,10.11
0.4302,153.983514243693,10.12
0.4302,153.984816802371,10.13
0.4302,153.986113480775,10.14
0.4302,153.987404344853,10.15
0.4302,153.98868938145,10.16
0.4302,153.98996865592,10.17
0.4302,153.991242155227,10.18
0.4302,153.992509944138,10.19
0.4302,153.993772009735,10.2
0.4302,153.995028416204,10.21
0.4302,153.996279150741,10.22
0.4302,153.997524276958,10.23
0.4302,153.998763782164,10.24
0.4302,153.999997729401,10.25
0.4302,154.001226106092,10.26
0.4302,154.002448974713,10.27
0.4302,154.0036663228,10.28
0.4302,154.004878212267,10.29
0.4302,154.006084630764,10.3
0.4302,154.007285639648,10.31
0.4302,154.008481226679,10.32
0.4302,154.009671452665,10.33
0.4302,154.010856305476,10.34
0.4302,154.012035845372,10.35
0.4302,154.013210060333,10.36
0.4302,154.014379010079,10.37
0.4302,154.015542682697,10.38
0.4302,154.016701137371,10.39
0.4302,154.017854362294,10.4
0.4302,154.01900241612,10.41
0.4302,154.020145287149,10.42
0.4302,154.021283033506,10.43
0.4302,154.022415643597,10.44
0.4302,154.023543175026,10.45
0.4302,154.024665616302,10.46
0.4302,154.025783024512,10.47
0.4302,154.02689538827,10.48
0.4302,154.028002764148,10.49
0.4302,154.029105140862,10.5
0.4302,154.03020257448,10.51
0.4302,154.031295053816,10.52
0.4302,154.032382634434,10.53
0.4302,154.03346530525,10.54
0.4302,154.03454312133,10.55
0.4302,154.035616071688,10.56
0.4302,154.036684210896,10.57
0.4302,154.037747528067,10.58
0.4302,154.038806077283,10.59
0.4302,154.039859847755,10.6
0.4302,154.040908893078,10.61
0.4302,154.041953202561,10.62
0.4302,154.042992829318,10.63
0.4302,154.044027762755,10.64
0.4302,154.045058055507,10.65
0.4302,154.046083697076,10.66
0.4302,154.047104739625,10.67
0.4302,154.048121172749,10.68
0.4302,154.049133048143,10.69
0.4302,154.050140355497,10.7
0.4302,154.051143146042,10.71
0.4302,154.052141409558,10.72
0.4302,154.053135196817,10.73
0.4302,154.054124497691,10.74
0.4302,154.055109362497,10.75
0.4302,154.056089781198,10.76
0.4302,154.057065803658,10.77
0.4302,154.058037419931,10.78
0.4302,154.059004679433,10.79
0.4302,154.059967572307,10.8
0.4302,154.060926147525,10.81
0.4302,154.06188039532,10.82
0.4302,154.062830364224,10.83
0.4302,154.063776044557,10.84
0.4302,154.064717484415,10.85
0.4302,154.065654674206,10.86
0.4302,154.066587661594,10.87
0.4302,154.067516437071,10.88
0.4302,154.068441047876,10.89
0.4302,154.069361484586,10.9
0.4302,154.070277794014,10.91
0.4302,154.071189966822,10.92
0.4302,154.072098049405,10.93
0.4302,154.073002032507,10.94
0.4302,154.073901962106,10.95
0.4302,154.07479782903,10.96
0.4302,154.075689678844,10.97
0.4302,154.076577502459,10.98
0.4302,154.07746134503,10.99
0.4302,154.07834119755,11
0.4302,154.079217104768,11.01
0.4302,154.080089057759,11.02
0.4302,154.08095710087,11.03
0.4302,154.081821225255,11.04
0.4302,154.082681474864,11.05
0.4302,154.08353784093,11.06
0.4302,154.084390367008,11.07
0.4302,154.08523904441,11.08
0.4302,154.086083916301,11.09
0.4302,154.08692497407,11.1
0.4302,154.087762260494,11.11
0.4302,154.088595767041,11.12
0.4302,154.089425536102,11.13
0.4302,154.090251559222,11.14
0.4302,154.091073878413,11.15
0.4302,154.091892485295,11.16
0.4302,154.092707421502,11.17
0.4302,154.09351867873,11.18
0.4302,154.094326298238,11.19
0.4302,154.095130271799,11.2
0.4302,154.0959306403,11.21
0.4302,154.096727395587,11.22
0.4302,154.097520578183,11.23
0.4302,154.098310180004,11.24
0.4302,154.099096241209,11.25
0.4302,154.09987875379,11.26
0.4302,154.100657757543,11.27
0.4302,154.101433244531,11.28
0.4302,154.102205254196,11.29
0.4302,154.102973778669,11.3
0.4302,154.103738857039,11.31
0.4302,154.104500481508,11.32
0.4302,154.105258690814,11.33
0.4302,154.10601347723,11.34
0.4302,154.106764879144,11.35
0.4302,154.107512888899,11.36
0.4302,154.108257544539,11.37
0.4302,154.108998838476,11.38
0.4302,154.109736808411,11.39
0.4302,154.110471446826,11.4
0.4302,154.111202791084,11.41
0.4302,154.111930833731,11.42
0.4302,154.112655611797,11.43
0.4302,154.113377117895,11.44
0.4302,154.114095388722,11.45
0.4302,154.114810416957,11.46
0.4302,154.115522238969,11.47
0.4302,154.116230847502,11.48
0.4302,154.116936278597,11.49
0.4302,154.117638525064,11.5
0.4302,154.118337622622,11.51
0.4302,154.119033564144,11.52
0.4302,154.119726385028,11.53
0.4302,154.120416078213,11.54
0.4302,154.121102678777,11.55
0.4302,154.121786179723,11.56
0.4302,154.122466615814,11.57
0.4302,154.123143980116,11.58
0.4302,154.123818307081,11.59
0.4302,154.124489589836,11.6
0.4302,154.125157862523,11.61
0.4302,154.125823118332,11.62
0.4302,154.126485391099,11.63
0.4302,154.127144674074,11.64
0.4302,154.127801000788,11.65
0.4302,154.128454364554,11.66
0.4302,154.129104798602,11.67
0.4302,154.129752296303,11.68
0.4302,154.13039689059,11.69
0.4302,154.131038574893,11.7
0.4302,154.131677381849,11.71
0.4302,154.132313304949,11.72
0.4302,154.132946376534,11.73
0.4302,154.133576590155,11.74
0.4302,154.134203977864,11.75
0.4302,154.134828533268,11.76
0.4302,154.135450288131,11.77
0.4302,154.136069236118,11.78
0.4302,154.136685408709,11.79
0.4302,154.137298799625,11.8
0.4302,154.137909440062,11.81
0.4302,154.138517323798,11.82
0.4302,154.139122481751,11.83
0.4302,154.139724907753,11.84
0.4302,154.140324632444,11.85
0.4302,154.140921649712,11.86
0.4302,154.141515989923,11.87
0.4302,154.142107647019,11.88
0.4302,154.142696651093,11.89
0.4302,154.143282996141,11.9
0.4302,154.143866711987,11.91
0.4302,154.14444779268,11.92
0.4302,154.145026267777,11.93
0.4302,154.145602131381,11.94
0.4302,154.146175412781,11.95
0.4302,154.146746106135,11.96
0.4302,154.147314240469,11.97
0.4302,154.147879809993,11.98
0.4302,154.148442843473,11.99
0.4302,154.14900333517,12
0.4302,154.149561313592,12.01
0.4302,154.150116773052,12.02
0.4302,154.150669741802,12.03
0.4302,154.151220214206,12.04
0.4302,154.151768218261,12.05
0.4302,154.152313748384,12.06
0.4302,154.15285683232,12.07
0.4302,154.153397464534,12.08
0.4302,154.153935672524,12.09
0.4302,154.154471450805,12.1
0.4302,154.155004826627,12.11
0.4302,154.155535794554,12.12
0.4302,154.156064381591,12.13
0.4302,154.156590582353,12.14
0.4302,154.157114423602,12.15
0.4302,154.157635899999,12.16
0.4302,154.158155038068,12.17
0.4302,154.158671832517,12.18
0.4302,154.159186309632,12.19
0.4302,154.159698464169,12.2
0.4302,154.160208322177,12.21
0.4302,154.160715878461,12.22
0.4302,154.161221158834,12.23
0.4302,154.161724158147,12.24
0.4302,154.162224901984,12.25
0.4302,154.162723385242,12.26
0.4302,154.163219633273,12.27
0.4302,154.16371364102,12.28
0.4302,154.16420543361,12.29
0.4302,154.16469500603,12.3
0.4302,154.165182383181,12.31
0.4302,154.165667560095,12.32
0.4302,154.166150561449,12.33
0.4302,154.166631382321,12.34
0.4302,154.167110047166,12.35
0.4302,154.167586551105,12.36
0.4302,154.168060918375,12.37
0.4302,154.16853314414,12.38
0.4302,154.16900325242,12.39
0.4302,154.169471238422,12.4
0.4302,154.169937125949,12.41
0.4302,154.170400910253,12.42
0.4302,154.170862614923,12.43
0.4302,154.171322235254,12.44
0.4302,154.171779794622,12.45
0.4302,154.172235288363,12.46
0.4302,154.172688739646,12.47
0.4302,154.173140143849,12.48
0.4302,154.17358952393,12.49
0.4302,154.174036875311,12.5
0.4302,154.174482220743,12.51
0.4302,154.174925555689,12.52
0.4302,154.175366902696,12.53
0.4302,154.175806257267,12.54
0.4302,154.176243641748,12.55
0.4302,154.176679051682,12.56
0.4302,154.177112509214,12.57
0.4302,154.177544009926,12.58
0.4302,154.177973575765,12.59
0.4302,154.178401202353,12.6
0.4302,154.17882691144,12.61
0.4302,154.179250698688,12.62
0.4302,154.17967258565,12.63
0.4302,154.180092568028,12.64
0.4302,154.180510667181,12.65
0.4302,154.18092687885,12.66
0.4302,154.181341224202,12.67
0.4302,154.181753699016,12.68
0.4302,154.182164324269,12.69
0.4302,154.182573095779,12.7
0.4302,154.182980034334,12.71
0.4302,154.183385135788,12.72
0.4302,154.183788420745,12.73
0.4302,154.184189885095,12.74
0.4302,154.184589549257,12.75
0.4302,154.184987409157,12.76
0.4302,154.185383485032,12.77
0.4302,154.185777772844,12.78
0.4302,154.186170292648,12.79
0.4302,154.186561040444,12.8
0.4302,154.186950036105,12.81
0.4302,154.187337275667,12.82
0.4302,154.187722778826,12.83
0.4302,154.188106541652,12.84
0.4302,154.188488583664,12.85
0.4302,154.18886890097,12.86
0.4302,154.189247512912,12.87
0.4302,154.189624415631,12.88
0.4302,154.189999628298,12.89
0.4302,154.190373147088,12.9
0.4302,154.190744991,12.91
0.4302,154.191115156243,12.92
0.4302,154.191483661645,12.93
0.4302,154.19185050345,12.94
0.4302,154.192215700316,12.95
0.4302,154.192579248522,12.96
0.4302,154.192941166557,12.97
0.4302,154.193301450734,12.98
0.4302,154.193660119376,12.99
0.4302,154.19401716883,13
0.4302,154.194372617253,13.01
0.4302,154.194726461025,13.02
0.4302,154.195078718142,13.03
0.4302,154.195429385014,13.04
0.4302,154.195778479477,13.05
0.4302,154.196125997972,13.06
0.4302,154.196471958175,13.07
0.4302,154.19681635656,13.08
0.4302,154.197159210644,13.09
0.4302,154.197500516932,13.1
0.4302,154.197840292784,13.11
0.4302,154.198178534738,13.12
0.4302,154.198515259995,13.13
0.4302,154.198850465126,13.14
0.4302,154.199184167178,13.15
0.4302,154.199516362751,13.16
0.4302,154.199847068741,13.17
0.4302,154.200176281777,13.18
0.4302,154.200504018604,13.19
0.4302,154.200830275881,13.2
0.4302,154.201155070203,13.21
0.4302,154.201478398259,13.22
0.4302,154.201800276494,13.23
0.4302,154.202120701628,13.24
0.4302,154.202439689958,13.25
0.4302,154.202757238233,13.26
0.4302,154.203073362604,13.27
0.4302,154.20338805985,13.28
0.4302,154.203701345975,13.29
0.4302,154.204013217788,13.3
0.4302,154.204323691151,13.31
0.4302,154.204632762899,13.32
0.4302,154.204940448752,13.33
0.4302,154.205246745575,13.34
0.4302,154.205551668946,13.35
0.4302,154.205855215758,13.36
0.4302,154.206157401449,13.37
0.4302,154.20645822294,13.38
0.4302,154.20675769553,13.39
0.4302,154.207055816169,13.4
0.4302,154.207352600018,13.41
0.4302,154.207648044053,13.42
0.4302,154.2079421633,13.43
0.4302,154.208234954763,13.44
0.4302,154.208526433333,13.45
0.4302,154.208816596039,13.46
0.4302,154.20910545764,13.47
0.4302,154.209393015191,13.48
0.4302,154.209679283318,13.49
0.4302,154.209964259104,13.5
0.4302,154.210247957043,13.51
0.4302,154.210530374243,13.52
0.4302,154.210811525069,13.53
0.4302,154.211091406656,13.54
0.4302,154.211370033238,13.55
0.4302,154.211647401975,13.56
0.4302,154.211923526977,13.57
0.4302,154.212198405427,13.58
0.4302,154.212472051307,13.59
0.4302,154.212744461829,13.6
0.4302,154.213015650846,13.61
0.4302,154.213285615596,13.62
0.4302,154.213554369809,13.63
0.4302,154.213821910747,13.64
0.4302,154.214088252015,13.65
0.4302,154.214353390902,13.66
0.4302,154.214617340891,13.67
0.4302,154.214880099292,13.68
0.4302,154.215141679471,13.69
0.4302,154.21540207876,13.7
0.4302,154.215661310404,13.71
0.4302,154.215919371762,13.72
0.4302,154.216176275959,13.73
0.4302,154.216432020376,13.74
0.4302,154.216686618021,13.75
0.4302,154.216940066299,13.76
0.4302,154.217192378101,13.77
0.4302,154.217443550855,13.78
0.4302,154.217693597338,13.79
0.4302,154.217942514999,13.8
0.4302,154.2181903165,13.81
0.4302,154.218436999315,13.82
0.4302,154.21868257599,13.83
0.4302,154.218927044023,13.84
0.4302,154.219170415849,13.85
0.4302,154.219412688986,13.86
0.4302,154.219653875756,13.87
0.4302,154.219893973703,13.88
0.4302,154.220132995037,13.89
0.4302,154.220370937323,13.9
0.4302,154.220607812662,13.91
0.4302,154.220843618641,13.92
0.4302,154.221078367253,13.93
0.4302,154.221312056106,13.94
0.4302,154.221544697085,13.95
0.4302,154.221776287819,13.96
0.4302,154.222006840088,13.97
0.4302,154.222236351541,13.98
0.4302,154.222464833852,13.99
0.4302,154.222692284693,14
0.4302,154.222918715632,14.01
0.4302,154.223144124361,14.02
0.4302,154.223368522344,14.03
0.4302,154.223591907296,14.04
0.4302,154.223814290577,14.05
0.4302,154.224035669922,14.06
0.4302,154.224256056589,14.07
0.4302,154.224475448333,14.08
0.4302,154.224693856312,14.09
0.4302,154.224911278301,14.1
0.4302,154.225127725357,14.11
0.4302,154.225343195276,14.12
0.4302,154.225557699015,14.13
0.4302,154.22577123439,14.14
0.4302,154.22598381226,14.15
0.4302,154.226195430459,14.16
0.4302,154.22640609975,14.17
0.4302,154.226615817987,14.18
0.4302,154.226824595835,14.19
0.4302,154.227032431168,14.2
0.4302,154.227239334556,14.21
0.4302,154.22744530389,14.22
0.4302,154.227650349646,14.23
0.4302,154.227854469734,14.24
0.4302,154.228057674537,14.25
0.4302,154.228259961983,14.26
0.4302,154.228461342361,14.27
0.4302,154.228661813619,14.28
0.4302,154.228861385952,14.29
0.4302,154.229060057328,14.3
0.4302,154.22925783785,14.31
0.4302,154.229454725503,14.32
0.4302,154.2296507303,14.33
0.4302,154.229845850246,14.34
0.4302,154.230040095262,14.35
0.4302,154.23023346337,14.36
0.4302,154.230425964405,14.37
0.4302,154.230617596405,14.38
0.4302,154.230808369117,14.39
0.4302,154.230998280596,14.4
0.4302,154.231187340501,14.41
0.4302,154.231375546906,14.42
0.4302,154.231562909383,14.43
0.4302,154.231749426022,14.44
0.4302,154.231935106311,14.45
0.4302,154.232119948357,14.46
0.4302,154.23230396156,14.47
0.4302,154.232487144047,14.48
0.4302,154.232669505133,14.49
0.4302,154.23285104296,14.5
0.4302,154.233031766761,14.51
0.4302,154.233211674695,14.52
0.4302,154.233390775912,14.53
0.4302,154.233569068586,14.54
0.4302,154.233746561787,14.55
0.4302,154.233923253704,14.56
0.4302,154.234099153325,14.57
0.4302,154.234274258857,14.58
0.4302,154.234448579206,14.59
0.4302,154.234622112596,14.6
0.4302,154.234794867852,14.61
0.4302,154.234966843215,14.62
0.4302,154.23513804743,14.63
0.4302,154.235308478754,14.64
0.4302,154.235478145854,14.65
0.4302,154.235647047001,14.66
0.4302,154.235815190787,14.67
0.4302,154.235982575497,14.68
0.4302,154.236149209644,14.69
0.4302,154.236315091531,14.7
0.4302,154.236480229595,14.71
0.4302,154.236644622152,14.72
0.4302,154.236808277564,14.73
0.4302,154.236971194162,14.74
0.4302,154.237133380234,14.75
0.4302,154.237294834126,14.76
0.4302,154.237455564049,14.77
0.4302,154.237615568366,14.78
0.4302,154.237774855215,14.79
0.4302,154.237933422973,14.8
0.4302,154.238091279704,14.81
0.4302,154.2382484238,14.82
0.4302,154.238404863252,14.83
0.4302,154.238560596468,14.84
0.4302,154.238715631367,14.85
0.4302,154.238869966371,14.86
0.4302,154.239023609327,14.87
0.4302,154.239176558671,14.88
0.4302,154.239328822181,14.89
0.4302,154.239480398307,14.9
0.4302,154.239631294757,14.91
0.4302,154.239781509993,14.92
0.4302,154.239931051656,14.93
0.4302,154.240079918221,14.94
0.4302,154.240228117261,14.95
0.4302,154.240375647264,14.96
0.4302,154.240522515735,14.97
0.4302,154.240668721176,14.98
0.4302,154.240814271024,14.99
0.4302,154.240959163795,15
0.4302,154.241103406859,15.01
0.4302,154.241246998746,15.02
0.4302,154.241389946759,15.03
0.4302,154.241532249441,15.04
0.4302,154.24167391403,15.05
0.4302,154.241814939082,15.06
0.4302,154.24195533177,15.07
0.4302,154.242095090664,15.08
0.4302,154.24223422287,15.09
0.4302,154.242372726972,15.1
0.4302,154.242510610014,15.11
0.4302,154.242647870591,15.12
0.4302,154.242784515684,15.13
0.4302,154.2429205439,15.14
0.4302,154.243055962158,15.15
0.4302,154.243190769079,15.16
0.4302,154.243324971517,15.17
0.4302,154.243458568106,15.18
0.4302,154.24359156564,15.19
0.4302,154.243723962765,15.2
0.4302,154.243855766214,15.21
0.4302,154.243986974643,15.22
0.4302,154.244117594727,15.23
0.4302,154.244247625133,15.24
0.4302,154.244377072476,15.25
0.4302,154.244505935436,15.26
0.4302,154.244634220568,15.27
0.4302,154.244761926564,15.28
0.4302,154.244889059918,15.29
0.4302,154.245015619337,15.3
0.4302,154.245141611256,15.31
0.4302,154.245267034392,15.32
0.4302,154.245391895123,15.33
0.4302,154.245516192177,15.34
0.4302,154.245639931877,15.35
0.4302,154.245763112961,15.36
0.4302,154.245885741694,15.37
0.4302,154.246007816826,15.38
0.4302,154.246129344567,15.39
0.4302,154.246250323678,15.4
0.4302,154.246370760312,15.41
0.4302,154.246490653241,15.42
0.4302,154.246610008564,15.43
0.4302,154.246728825064,15.44
0.4302,154.246847108784,15.45
0.4302,154.246964858519,15.46
0.4302,154.247082080257,15.47
0.4302,154.247198772805,15.48
0.4302,154.247314942097,15.49
0.4302,154.247430586949,15.5
0.4302,154.247545713243,15.51
0.4302,154.247660319806,15.52
0.4302,154.247774412467,15.53
0.4302,154.247887990063,15.54
0.4302,154.248001058371,15.55
0.4302,154.248113616238,15.56
0.4302,154.248225669389,15.57
0.4302,154.248337216683,15.58
0.4302,154.248448263793,15.59
0.4302,154.248558809587,15.6
0.4302,154.248668859687,15.61
0.4302,154.248778412972,15.62
0.4302,154.248887475014,15.63
0.4302,154.248996044702,15.64
0.4302,154.249104127558,15.65
0.4302,154.249211722479,15.66
0.4302,154.249318834939,15.67
0.4302,154.249425463845,15.68
0.4302,154.249531614622,15.69
0.4302,154.249637286187,15.7
0.4302,154.249742483915,15.71
0.4302,154.249847206734,15.72
0.4302,154.24995145997,15.73
0.4302,154.25005524256,15.74
0.4302,154.250158559783,15.75
0.4302,154.250261410587,15.76
0.4302,154.250363800202,15.77
0.4302,154.250465727585,15.78
0.4302,154.25056719792,15.79
0.4302,154.250668210173,15.8
0.4302,154.250768769481,15.81
0.4302,154.25086887482,15.82
0.4302,154.250968531281,15.83
0.4302,154.251067737848,15.84
0.4302,154.251166499568,15.85
0.4302,154.251264815434,15.86
0.4302,154.251362690445,15.87
0.4302,154.251460123606,15.88
0.4302,154.251557119871,15.89
0.4302,154.251653678251,15.9
0.4302,154.251749803659,15.91
0.4302,154.251845495114,15.92
0.4302,154.251940757483,15.93
0.4302,154.252035589795,15.94
0.4302,154.252129996874,15.95
0.4302,154.252223977758,15.96
0.4302,154.252317537226,15.97
0.4302,154.252410674325,15.98
0.4302,154.252503393793,15.99
0.4302,154.252595694683,16
0.4302,154.252687581691,16.01
0.4302,154.252779053881,16.02
0.4302,154.252870115904,16.03
0.4302,154.252960766833,16.04
0.4302,154.253051011278,16.05
0.4302,154.253140848319,16.06
0.4302,154.253230282527,16.07
0.4302,154.253319312988,16.08
0.4302,154.253407944232,16.09
0.4302,154.253496175355,16.1
0.4302,154.253584010845,16.11
0.4302,154.253671449807,16.12
0.4302,154.253758496688,16.13
0.4302,154.2538451506,16.14
0.4302,154.253931415951,16.15
0.4302,154.254017291863,16.16
0.4302,154.254102782701,16.17
0.4302,154.254187887597,16.18
0.4302,154.254272610877,16.19
0.4302,154.254356951679,16.2
0.4302,154.254440914292,16.21
0.4302,154.254524497861,16.22
0.4302,154.254607706636,16.23
0.4302,154.25469053977,16.24
0.4302,154.254773001475,16.25
0.4302,154.254855090912,16.26
0.4302,154.254936812255,16.27
0.4302,154.255018164672,16.28
0.4302,154.2550991523,16.29
0.4302,154.255179774314,16.3
0.4302,154.255260034814,16.31
0.4302,154.255339932983,16.32
0.4302,154.255419472884,16.33
0.4302,154.255498653707,16.34
0.4302,154.255577479478,16.35
0.4302,154.255655949395,16.36
0.4302,154.255734067449,16.37
0.4302,154.255811832843,16.38
0.4302,154.255889249532,16.39
0.4302,154.255966316729,16.4
0.4302,154.256043038351,16.41
0.4302,154.256119413619,16.42
0.4302,154.256195446415,16.43
0.4302,154.256271135966,16.44
0.4302,154.25634648612,16.45
0.4302,154.256421496111,16.46
0.4302,154.256496169752,16.47
0.4302,154.256570506284,16.48
0.4302,154.256644509486,16.49
0.4302,154.256718178605,16.5
0.4302,154.256791517388,16.51
0.4302,154.256864525087,16.52
0.4302,154.256937205415,16.53
0.4302,154.257009557633,16.54
0.4302,154.257081585418,16.55
0.4302,154.257153288039,16.56
0.4302,154.257224669141,16.57
0.4302,154.257295727997,16.58
0.4302,154.257366468221,16.59
0.4302,154.257436889092,16.6
0.4302,154.257506994192,16.61
0.4302,154.257576782807,16.62
0.4302,154.257646258486,16.63
0.4302,154.25771542052,16.64
0.4302,154.257784272429,16.65
0.4302,154.257852813509,16.66
0.4302,154.257921047247,16.67
0.4302,154.257988972948,16.68
0.4302,154.258056594066,16.69
0.4302,154.258123909913,16.7
0.4302,154.258190923911,16.71
0.4302,154.258257635379,16.72
0.4302,154.258324047709,16.73
0.4302,154.258390160224,16.74
0.4302,154.258455976286,16.75
0.4302,154.258521495226,16.76
0.4302,154.258586720376,16.77
0.4302,154.25865165107,16.78
0.4302,154.258716290611,16.79
0.4302,154.258780638341,16.8
0.4302,154.258844697532,16.81
0.4302,154.258908467531,16.82
0.4302,154.258971951582,16.83
0.4302,154.259035149038,16.84
0.4302,154.259098063113,16.85
0.4302,154.259160693166,16.86
0.4302,154.259223042382,16.87
0.4302,154.259285110127,16.88
0.4302,154.259346899556,16.89
0.4302,154.25940841004,16.9
0.4302,154.259469644708,16.91
0.4302,154.259530602935,16.92
0.4302,154.259591287822,16.93
0.4302,154.259651698751,16.94
0.4302,154.259711838794,16.95
0.4302,154.259771707338,16.96
0.4302,154.259831307428,16.97
0.4302,154.259890638457,16.98
0.4302,154.259949703442,16.99
0.4302,154.260008501782,17
0.4302,154.260067036467,17.01
0.4302,154.2601253069,17.02
0.4302,154.260183316045,17.03
0.4302,154.260241063312,17.04
0.4302,154.260298551636,17.05
0.4302,154.260355780433,17.06
0.4302,154.260412752612,17.07
0.4302,154.260469467594,17.08
0.4302,154.260525928263,17.09
0.4302,154.260582134043,17.1
0.4302,154.260638087793,17.11
0.4302,154.260693788943,17.12
0.4302,154.260749240327,17.13
0.4302,154.260804441378,17.14
0.4302,154.260859394904,17.15
0.4302,154.260914100346,17.16
0.4302,154.260968560486,17.17
0.4302,154.261022774768,17.18
0.4302,154.261076745951,17.19
0.4302,154.261130473484,17.2
0.4302,154.261183960099,17.21
0.4302,154.261237205252,17.22
0.4302,154.261290211651,17.23
0.4302,154.261342978756,17.24
0.4302,154.26139550925,17.25
0.4302,154.261447802598,17.26
0.4302,154.26149986146,17.27
0.4302,154.261551685305,17.28
0.4302,154.261603276769,17.29
0.4302,154.261654635326,17.3
0.4302,154.261705763589,17.31
0.4302,154.261756661036,17.32
0.4302,154.261807330255,17.33
0.4302,154.261857770732,17.34
0.4302,154.261907985031,17.35
0.4302,154.26195797264,17.36
0.4302,154.262007736102,17.37
0.4302,154.262057274909,17.38
0.4302,154.262106591582,17.39
0.4302,154.262155685618,17.4
0.4302,154.262204559513,17.41
0.4302,154.26225321277,17.42
0.4302,154.262301647862,17.43
0.4302,154.262349864298,17.44
0.4302,154.262397864528,17.45
0.4302,154.262445648063,17.46
0.4302,154.262493217335,17.47
0.4302,154.262540571858,17.48
0.4302,154.262587714041,17.49
0.4302,154.262634643403,17.5
0.4302,154.262681362331,17.51
0.4302,154.262727870349,17.52
0.4302,154.262774169822,17.53
0.4302,154.262820260279,17.54
0.4302,154.262866144065,17.55
0.4302,154.26291182071,17.56
0.4302,154.262957292538,17.57
0.4302,154.263002559087,17.58
0.4302,154.263047622658,17.59
0.4302,154.263092482792,17.6
0.4302,154.263137141771,17.61
0.4302,154.263181599139,17.62
0.4302,154.263225857158,17.63
0.4302,154.263269915376,17.64
0.4302,154.263313776036,17.65
0.4302,154.263357438688,17.66
0.4302,154.263400905555,17.67
0.4302,154.263444176193,17.68
0.4302,154.263487252803,17.69
0.4302,154.263530134947,17.7
0.4302,154.263572824804,17.71
0.4302,154.263615321941,17.72
0.4302,154.263657628518,17.73
0.4302,154.263699744104,17.74
0.4302,154.263741670841,17.75
0.4302,154.263783408303,17.76
0.4302,154.263824958612,17.77
0.4302,154.263866321344,17.78
0.4302,154.263907498603,17.79
0.4302,154.26394848997,17.8
0.4302,154.26398929753,17.81
0.4302,154.264029920865,17.82
0.4302,154.264070362044,17.83
0.4302,154.264110620653,17.84
0.4302,154.264150698741,17.85
0.4302,154.264190595898,17.86
0.4302,154.264230314154,17.87
0.4302,154.264269853104,17.88
0.4302,154.26430921476,17.89
0.4302,154.264348398719,17.9
0.4302,154.264387406975,17.91
0.4302,154.264426239131,17.92
0.4302,154.264464897162,17.93
0.4302,154.264503380672,17.94
0.4302,154.264541691621,17.95
0.4302,154.264579829617,17.96
0.4302,154.2646177966,17.97
0.4302,154.264655592183,17.98
0.4302,154.264693218289,17.99
0.4302,154.264730674534,18
0.4302,154.264767962823,18.01
0.4302,154.264805082776,18.02
0.4302,154.264842036281,18.03
0.4302,154.264878822962,18.04
0.4302,154.264915444689,18.05
0.4302,154.264951901089,18.06
0.4302,154.264988194017,18.07
0.4302,154.265024323103,18.08
0.4302,154.265060290183,18.09
0.4302,154.265096094893,18.1
0.4302,154.265131739052,18.11
0.4302,154.265167222297,18.12
0.4302,154.265202546434,18.13
0.4302,154.265237711102,18.14
0.4302,154.265272718089,18.15
0.4302,154.26530756704,18.16
0.4302,154.265342259725,18.17
0.4302,154.265376795793,18.18
0.4302,154.265411176999,18.19
0.4302,154.265445402993,18.2
0.4302,154.265479475516,18.21
0.4302,154.26551339422,18.22
0.4302,154.265547160831,18.23
0.4302,154.265580775004,18.24
0.4302,154.26561423845,18.25
0.4302,154.265647550827,18.26
0.4302,154.265680713829,18.27
0.4302,154.265713727119,18.28
0.4302,154.265746592375,18.29
0.4302,154.265779309263,18.3
0.4302,154.265811879447,18.31
0.4302,154.265844302594,18.32
0.4302,154.265876580355,18.33
0.4302,154.265908712399,18.34
0.4302,154.265940700361,18.35
0.4302,154.265972543915,18.36
0.4302,154.266004244681,18.37
0.4302,154.266035802336,18.38
0.4302,154.266067218485,18.39
0.4302,154.266098492807,18.4
0.4302,154.266129626893,18.41
0.4302,154.266160620426,18.42
0.4302,154.266191474982,18.43
0.4302,154.266222190248,18.44
0.4302,154.266252767784,18.45
0.4302,154.26628320728,18.46
0.4302,154.266313510283,18.47
0.4302,154.266343676486,18.48
0.4302,154.266373707421,18.49
0.4302,154.266403602783,18.5
0.4302,154.266433364093,18.51
0.4302,154.266462991047,18.52
0.4302,154.266492485152,18.53
0.4302,154.266521846108,18.54
0.4302,154.266551075408,18.55
0.4302,154.266580172753,18.56
0.4302,154.266609139625,18.57
0.4302,154.266637975727,18.58
0.4302,154.266666682526,18.59
0.4302,154.26669525973,18.6
0.4302,154.266723708793,18.61
0.4302,154.266752029424,18.62
